[2009/05/24 23:49:03; ip=84.2.186.99] as?#Nem.
[2010/02/16 16:53:14; ip=85.66.189.208] angol?#Nem.
[2010/02/16 16:53:18; ip=85.66.189.208] német?#Nem.
[2010/02/16 16:53:23; ip=85.66.189.208] francia?#Igen.
[2010/02/16 16:53:30; ip=85.66.189.208] színész?#Nem.
[2010/02/16 16:53:36; ip=85.66.189.208] sportoló?#Nem.
[2010/02/16 16:53:40; ip=85.66.189.208] politikus?#Nem.
[2010/02/16 16:53:45; ip=85.66.189.208] híres?#Igen.
[2010/02/16 16:53:55; ip=85.66.189.208] üzletember?#Nem.
[2010/02/16 16:54:03; ip=85.66.189.208] él?#Igen.
[2010/02/16 16:54:10; ip=85.66.189.208] színésznő?#Nem.
[2010/02/16 16:54:13; ip=85.66.189.208] férfi?#Igen.
[2010/02/16 16:54:21; ip=85.66.189.208] énekes?#Igen.
[2010/02/16 16:55:29; ip=85.66.189.208] együttesben játszik?#Igen.
[2010/02/16 16:55:39; ip=85.66.189.208] hangszeren?#Nem.
[2010/02/16 16:55:43; ip=85.66.189.208] énekel?#Nem.
[2010/02/16 16:55:47; ip=85.66.189.208] gitár?#Nem.
[2010/02/16 16:55:50; ip=85.66.189.208] dob?#Igen.
[2010/02/16 16:56:33; ip=85.66.189.208] patrice heral?#Nem.
[2010/02/16 16:56:41; ip=85.66.189.208] amerikai?#Nem.
[2010/02/16 16:56:44; ip=85.66.189.208] magyar?#Nem.
[2010/02/16 16:56:47; ip=85.66.189.208] német?#Nem.
[2010/02/16 16:56:52; ip=85.66.189.208] angol?#Nem.
[2010/02/16 16:56:55; ip=85.66.189.208] francia?#Igen.
[2010/02/16 16:57:00; ip=85.66.189.208] üzbég?#Nem.
[2010/02/16 16:57:06; ip=85.66.189.208] dob?#Igen.
[2010/02/16 16:57:11; ip=85.66.189.208] magyar?#Nem.
[2010/02/16 16:57:15; ip=85.66.189.208] francia?#Igen.
[2010/02/16 16:57:19; ip=85.66.189.208] dobos?#Igen.
[2010/02/20 11:59:30; ip=84.2.215.28] bartók béla?#Igen.
[2010/02/20 11:59:34; ip=84.2.215.28] bartók béla?#Igen.
[2010/02/20 12:00:01; ip=84.2.215.28] bartók béla?#Nem.
[2010/02/20 12:00:02; ip=84.2.215.28] bartók béla?#Nem.
[2010/02/20 12:00:09; ip=84.2.215.28] krúdi gyula?#Nem.
[2010/02/20 12:00:11; ip=84.2.215.28] krúdi gyula?#Nem.
[2010/02/20 12:00:11; ip=84.2.215.28] krúdi gyula?#Nem.
[2010/02/20 12:00:11; ip=84.2.215.28] krúdi gyula?#Nem.
[2010/02/20 12:00:11; ip=84.2.215.28] krúdi gyula?#Nem.
[2010/02/20 12:00:11; ip=84.2.215.28] krúdi gyula?#Nem.
[2010/02/22 14:33:32; ip=188.221.163.224] eloleny?#Igen.
[2010/02/22 14:33:45; ip=188.221.163.224] allat?#Igen.
[2010/02/22 14:33:55; ip=188.221.163.224] repul?#Nem.
[2010/02/22 14:34:04; ip=188.221.163.224] uszik?#Nem.
[2010/02/22 14:34:13; ip=188.221.163.224] szarazfoldi?#Nem.
[2010/02/22 14:34:26; ip=188.221.163.224] tengeri?#Nem.
[2010/02/22 14:34:39; ip=188.221.163.224] emlos?#Igen.
[2010/02/22 14:34:53; ip=188.221.163.224] rokona az embernek?#Igen.
[2010/02/22 14:35:12; ip=188.221.163.224] rakerdezhetek?#Nem.
[2010/02/22 14:35:23; ip=188.221.163.224] majom?#Nem.
[2010/02/28 20:46:08; ip=83.216.38.186] péter?#Igen.
[2010/02/28 20:46:18; ip=83.216.38.186] deügyesvagy:d?#Nem.
[2010/03/05 20:05:29; ip=88.132.16.248] szeret a martin?#Nem.
[2010/03/05 20:05:38; ip=88.132.16.248] szeret a bálint?#Igen.
[2010/03/05 20:06:00; ip=88.132.16.248] szeret a botond?#Nem.
[2010/03/05 20:06:12; ip=88.132.16.248] szeret a márk?#Igen.
[2010/03/05 20:06:19; ip=88.132.16.248] szeret a bálint?#Nem.
[2010/03/05 20:06:31; ip=88.132.16.248] szeret a martin?#Igen.
[2010/03/11 00:02:52; ip=94.248.156.130] nő?#Nem.
[2010/03/11 00:03:04; ip=94.248.156.130] él?#Igen.
[2010/03/11 00:03:45; ip=94.248.156.130] 30 évesnél fiatalabb?#Nem.
[2010/03/11 00:04:15; ip=94.248.156.130] 30 évesnél öregebb?#Igen.
[2010/03/11 00:04:25; ip=94.248.156.130] 50 évesnél öregebb?#Igen.
[2010/03/11 00:04:29; ip=94.248.156.130] 70 évesnél öregebb?#Nem.
[2010/03/11 00:04:54; ip=94.248.156.130] magyar?#Nem.
[2010/03/11 00:05:04; ip=94.248.156.130] európai?#Igen.
[2010/03/11 00:05:18; ip=94.248.156.130] tudós?#Nem.
[2010/03/11 00:05:32; ip=94.248.156.130] politikus?#Nem.
[2010/03/11 00:05:42; ip=94.248.156.130] művész?#Igen.
[2010/03/11 00:05:49; ip=94.248.156.130] zenész?#Igen.
[2010/03/11 00:06:01; ip=94.248.156.130] popzenész?#Igen.
[2010/03/11 00:06:19; ip=94.248.156.130] együtese van?#Nem.
[2010/03/11 00:06:25; ip=94.248.156.130] együttese van?#Igen.
[2010/03/11 00:07:18; ip=94.248.156.130] angol?#Nem.
[2010/03/11 00:07:26; ip=94.248.156.130] svéd?#Nem.
[2010/03/11 00:07:34; ip=94.248.156.130] német?#Nem.
[2010/03/11 00:07:39; ip=94.248.156.130] olasz?#Nem.
[2010/03/11 00:07:56; ip=94.248.156.130] drogozik?#Nem.
[2010/03/11 00:09:00; ip=94.248.156.130] én szeretem?#Nem.
[2010/03/11 00:09:10; ip=94.248.156.130] ismerem?#Igen.
[2010/03/11 00:09:41; ip=94.248.156.130] szabad a gazda?#Nem.
[2010/03/11 00:10:04; ip=94.248.156.130] hosszú haja van?#Nem.
[2010/03/11 00:10:09; ip=94.248.156.130] hosszú haja vanszőke?#Igen.
[2010/03/11 00:10:23; ip=94.248.156.130] szőke?#Igen.
[2010/03/11 00:10:32; ip=94.248.156.130] szőke hosszú haja van?#Igen.
[2010/03/11 00:10:46; ip=94.248.156.130] szőke rövid haja van?#Nem.
[2010/03/11 00:10:50; ip=94.248.156.130] rövid haja van?#Igen.
[2010/03/11 00:11:25; ip=94.248.156.130] barna a haja?#Nem.
[2010/03/11 00:11:32; ip=94.248.156.130] szőke a haja?#Nem.
[2010/03/11 00:11:51; ip=94.248.156.130] fekete a haja?#Igen.
[2010/03/11 00:12:04; ip=94.248.156.130] hosszú fekete a haja?#Igen.
[2010/03/11 00:12:10; ip=94.248.156.130] hosszú a haja?#Nem.
[2010/03/11 00:12:31; ip=94.248.156.130] spanyol?#Igen.
[2010/03/15 12:34:24; ip=94.21.14.121] Él?#Nem.
[2010/03/15 12:34:29; ip=94.21.14.121] halott?#Igen.
[2010/03/15 12:34:33; ip=94.21.14.121] magyar?#Nem.
[2010/03/15 12:34:37; ip=94.21.14.121] angol?#Nem.
[2010/03/15 12:34:41; ip=94.21.14.121] német?#Nem.
[2010/03/15 12:34:48; ip=94.21.14.121] európai?#Igen.
[2010/03/15 12:34:53; ip=94.21.14.121] spanyol?#Igen.
[2010/03/15 12:34:58; ip=94.21.14.121] politikus?#Nem.
[2010/03/15 12:35:03; ip=94.21.14.121] művész?#Igen.
[2010/03/15 12:35:08; ip=94.21.14.121] festő?#Igen.
[2010/03/15 12:35:16; ip=94.21.14.121] pablo picasso?#Nem.
[2010/03/15 12:35:22; ip=94.21.14.121] salvador dalí?#Igen.
[2010/03/15 12:35:24; ip=94.21.14.121] salvador dalí?#Igen.
[2010/03/15 12:35:28; ip=94.21.14.121] tényleg?#Nem.
[2010/03/15 12:35:43; ip=94.21.14.121] nane...?#Nem.
[2010/03/15 12:35:50; ip=94.21.14.121] ez a jó megfejtés?#Igen.
[2010/03/15 12:35:55; ip=94.21.14.121] ez?#Nem.
[2010/03/15 12:35:58; ip=94.21.14.121] az?#Igen.
[2010/03/15 12:36:02; ip=94.21.14.121] dalí?#Nem.
[2010/03/15 12:36:05; ip=94.21.14.121] salvador?#Igen.
[2010/03/15 12:36:11; ip=94.21.14.121] Él?#Nem.
[2010/03/15 12:36:15; ip=94.21.14.121] európai?#Igen.
[2010/03/15 12:36:18; ip=94.21.14.121] spanyol?#Igen.
[2010/03/15 12:36:23; ip=94.21.14.121] salvador dalí?#Igen.
[2010/03/15 12:36:31; ip=94.21.14.121] salvador dalí?#Nem.
[2010/03/15 12:36:35; ip=94.21.14.121] de!?#Nem.
[2010/03/15 12:36:38; ip=94.21.14.121] Él?#Igen.
[2010/03/15 12:36:44; ip=94.21.14.121] európai?#Nem.
[2010/03/15 12:36:48; ip=94.21.14.121] amerikai?#Igen.
[2010/03/15 12:36:52; ip=94.21.14.121] politikus?#Igen.
[2010/03/15 12:36:56; ip=94.21.14.121] elnök?#Nem.
[2010/03/15 12:37:00; ip=94.21.14.121] volt elnök?#Igen.
[2010/03/15 12:37:08; ip=94.21.14.121] george w. bush?#Igen.
[2010/03/15 12:37:13; ip=94.21.14.121] tényleg?#Igen.
[2010/03/15 12:37:20; ip=94.21.14.121] még mindig?#Igen.
[2010/03/15 12:37:31; ip=94.21.14.121] És nem bill clinton?#Igen.
[2010/03/15 12:37:36; ip=94.21.14.121] igen?#Igen.
[2010/03/15 12:37:39; ip=94.21.14.121] nem?#Igen.
[2010/03/15 12:37:43; ip=94.21.14.121] de-?#Igen.
[2010/03/15 12:37:52; ip=94.21.14.121] rossz ez a teszt?#Igen.
[2010/03/15 12:38:11; ip=94.21.14.121] erre a kérdésre nemmel válaszolsz?#Igen.
[2010/03/15 12:38:23; ip=94.21.14.121] elrontottam a megoldást?#Igen.
[2010/03/15 12:38:30; ip=94.21.14.121] kezdjem elölről?#Igen.
[2010/03/15 12:38:42; ip=94.21.14.121] lökjem le george w. busht egy fáról?#Igen.
[2010/03/15 12:38:59; ip=94.21.14.121] tényleg?#Igen.
[2010/03/15 12:39:05; ip=94.21.14.121] tudsz nemet is mondani?#Igen.
[2010/03/15 12:39:17; ip=94.21.14.121] csak igent tudsz mondani?#Igen.
[2010/03/15 12:39:34; ip=94.21.14.121] bill clinton?#Nem.
[2010/03/15 12:39:41; ip=94.21.14.121] hülye vagy?#Igen.
[2010/03/15 12:39:45; ip=94.21.14.121] okos vagy?#Igen.
[2010/03/15 12:39:48; ip=94.21.14.121] igen?#Igen.
[2010/03/15 12:39:53; ip=94.21.14.121] nemigen?#Nem.
[2010/03/15 12:39:57; ip=94.21.14.121] neee?#Igen.
[2010/03/15 12:40:03; ip=94.21.14.121] negi?#Nem.
[2010/03/15 12:40:09; ip=94.21.14.121] elnök?#Nem.
[2010/03/15 12:40:12; ip=94.21.14.121] volt?#Igen.
[2010/03/15 12:40:16; ip=94.21.14.121] lesz?#Igen.
[2010/03/15 12:40:23; ip=94.21.14.121] george w. bush?#Igen.
[2010/03/15 12:40:28; ip=94.21.14.121] penge vagyok?#Igen.
[2010/03/15 12:40:42; ip=94.21.14.121] mondod nekem azt, hogy igen?#Eldöntendő kérdést kérek.
[2010/03/15 12:40:48; ip=94.21.14.121] anyád!?#Igen.
[2010/03/15 12:40:54; ip=94.21.14.121] lehet egy kérdésem?#Nem.
[2010/03/15 14:05:23; ip=94.21.6.26] fehér bőrű?#Nem.
[2010/03/15 14:05:36; ip=94.21.6.26] létező személy?#Nem.
[2010/03/15 14:05:43; ip=94.21.6.26] anime figura?#Nem.
[2010/03/15 14:05:49; ip=94.21.6.26] anyád ?#Nem.
[2010/03/16 19:56:53; ip=89.133.143.83] férfi?#Nem.
[2010/03/16 19:57:01; ip=89.133.143.83] nő?#Igen.
[2010/03/16 19:57:07; ip=89.133.143.83] fiatal?#Igen.
[2010/03/16 19:57:17; ip=89.133.143.83] öreg?#Igen.
[2010/03/16 19:57:28; ip=89.133.143.83] hülye?#Nem.
[2010/03/16 19:57:32; ip=89.133.143.83] hülyepancser?#Igen.
[2010/03/16 19:57:38; ip=89.133.143.83] revfdflvsdlvmnfk.d?#Nem.
[2010/03/16 19:57:44; ip=89.133.143.83] revfdflvsdlvmnfk.dhaj?#Igen.
[2010/03/16 19:57:49; ip=89.133.143.83] haj?#Nem.
[2010/03/16 19:57:58; ip=89.133.143.83] gordon?#Igen.
[2010/03/17 13:45:03; ip=87.97.104.97] férfi?#Igen.
[2010/03/17 13:45:15; ip=87.97.104.97] vágó istván?#Igen.
[2010/03/17 13:45:22; ip=87.97.104.97] buzi vagy?#Nem.
[2010/03/17 13:45:34; ip=87.97.104.97] szereted a csokit?#Eldöntendő kérdést kérek.
[2010/03/17 13:45:46; ip=87.97.104.97] szemüveges?#Igen.
[2010/03/17 13:45:52; ip=87.97.104.97] vágó?#Igen.
[2010/03/17 18:02:31; ip=95.103.117.160] férfi?#Nem.
[2010/03/17 18:02:39; ip=95.103.117.160] élö személy?#Nem.
[2010/03/17 18:02:47; ip=95.103.117.160] halott?#Nem.
[2010/03/17 18:02:52; ip=95.103.117.160] kitalált?#Igen.
[2010/03/17 18:03:01; ip=95.103.117.160] mesehös?#Nem.
[2010/03/17 18:03:06; ip=95.103.117.160] regényhös?#Nem.
[2010/03/17 18:03:09; ip=95.103.117.160] regényhös?filmhös?#Nem.
[2010/03/17 18:03:14; ip=95.103.117.160] filmhös?#Igen.
[2010/03/17 18:03:23; ip=95.103.117.160] vígjátékban szerepel?#Nem.
[2010/03/17 18:03:31; ip=95.103.117.160] drámában szerepel?#Nem.
[2010/03/17 18:03:35; ip=95.103.117.160] kalandfilmben szerepel?#Nem.
[2010/03/17 18:03:39; ip=95.103.117.160] horrorban szerepel?#Igen.
[2010/03/17 18:03:49; ip=95.103.117.160] a körben szerepel?#Igen.
[2010/03/17 18:03:55; ip=95.103.117.160] szamara?#Igen.
[2010/03/17 18:04:04; ip=95.103.117.160] szamara?#Igen.
[2010/03/17 18:04:12; ip=95.103.117.160] nö?#Igen.
[2010/03/21 14:43:24; ip=145.236.41.243] gyurcsány ferenc?#Nem.
[2010/03/21 14:43:36; ip=145.236.41.243] én?#Igen.
[2010/03/21 14:44:25; ip=145.236.41.243] csóré béla?#Igen.
[2010/03/21 14:44:38; ip=145.236.41.243] horváth jenő?#Nem.
[2010/03/21 14:44:53; ip=145.236.41.243] a kengyelfutó gyalogkakukk?#Igen.
[2010/03/21 14:45:02; ip=145.236.41.243] hupákolás?#Nem.
[2010/03/21 14:45:12; ip=145.236.41.243] de viszont akkor a zyxon?#Igen.
[2010/03/21 18:56:31; ip=84.0.14.66] vágó istván?#Nem.
[2010/03/21 18:56:38; ip=84.0.14.66] politikus?#Igen.
[2010/03/21 18:56:44; ip=84.0.14.66] mszp?#Nem.
[2010/03/21 18:56:49; ip=84.0.14.66] fidesz?#Igen.
[2010/03/21 18:56:54; ip=84.0.14.66] orbán viktor?#Nem.
[2010/03/21 18:57:01; ip=84.0.14.66] faszom tudja?#Igen.
[2010/03/21 18:57:03; ip=84.0.14.66] faszom tudja?#Igen.
[2010/03/21 18:57:04; ip=84.0.14.66] faszom tudja?#Igen.
[2010/03/21 18:58:27; ip=84.0.14.66] nő?#Igen.
[2010/03/21 18:58:36; ip=84.0.14.66] szőke?#Nem.
[2010/03/21 18:58:40; ip=84.0.14.66] barna?#Nem.
[2010/03/21 18:58:46; ip=84.0.14.66] fekete?#Nem.
[2010/03/21 18:58:52; ip=84.0.14.66] politikus?#Nem.
[2010/03/21 18:58:58; ip=84.0.14.66] celeb?#Igen.
[2010/03/21 18:59:02; ip=84.0.14.66] nő?#Nem.
[2010/03/21 18:59:06; ip=84.0.14.66] férfi?#Igen.
[2010/03/21 18:59:13; ip=84.0.14.66] énekes?#Igen.
[2010/03/21 18:59:20; ip=84.0.14.66] király viktor?#Igen.
[2010/03/21 18:59:22; ip=84.0.14.66] király viktor?#Igen.
[2010/03/21 18:59:30; ip=84.0.14.66] fekete dávid?#Igen.
[2010/03/21 19:23:29; ip=84.0.14.66] anyád kurva?#Nem.
[2010/03/21 19:23:35; ip=84.0.14.66] kurva anyád?#Igen.
[2010/03/21 19:48:00; ip=84.0.14.66] a barna buzi?#Igen.
[2010/03/21 19:48:43; ip=84.0.14.66] a börni buzi?#Igen.
[2010/03/21 19:48:50; ip=84.0.14.66] a bali buzi?#Nem.
[2010/03/21 19:48:58; ip=84.0.14.66] a balázs buzi?#Nem.
[2010/03/21 19:49:04; ip=84.0.14.66] a balikaa buzi?#Nem.
[2010/03/21 19:51:22; ip=178.164.149.11] teccik?#Igen.
[2010/03/21 19:51:27; ip=178.164.149.11] teccik?#Igen.
[2010/03/21 19:51:27; ip=178.164.149.11] teccik?#Igen.
[2010/03/21 19:51:28; ip=178.164.149.11] teccik?#Igen.
[2010/03/21 19:51:28; ip=178.164.149.11] teccik?#Igen.
[2010/03/21 19:51:28; ip=178.164.149.11] teccik?#Igen.
[2010/03/21 19:51:28; ip=178.164.149.11] teccik?#Igen.
[2010/03/21 19:51:29; ip=178.164.149.11] teccik?#Igen.
[2010/03/21 19:51:32; ip=178.164.149.11] teccik?#Igen.
[2010/03/21 19:51:55; ip=178.164.149.11] 1-es lesz a matekdogám?#Nem.
[2010/03/21 19:51:59; ip=178.164.149.11] 2-es lesz a matekdogám?#Nem.
[2010/03/21 19:52:03; ip=178.164.149.11] 3-es lesz a matekdogám?#Igen.
[2010/03/21 19:52:09; ip=178.164.149.11] 3-as lesz a matekdogám?#Igen.
[2010/03/21 19:52:16; ip=178.164.149.11] 4-es lesz a matekdogám?#Nem.
[2010/03/21 19:52:22; ip=178.164.149.11] 5-ös lesz a matekdogám?#Igen.
[2010/04/05 14:46:55; ip=84.21.23.2] mert?#Igen.
[2010/04/05 14:47:01; ip=84.21.23.2] miért?#Eldöntendő kérdést kérek.
[2010/04/05 14:47:29; ip=84.21.23.2] igen?#Igen.
[2010/04/05 14:47:34; ip=84.21.23.2] nem?#Igen.
[2010/04/06 08:59:21; ip=87.229.44.198] férfi?#Igen.
[2010/04/06 08:59:53; ip=87.229.44.198] idős?#Igen.
[2010/04/06 09:00:00; ip=87.229.44.198] magyar?#Nem.
[2010/04/06 09:00:14; ip=87.229.44.198] barna hajú?#Nem.
[2010/04/06 09:00:21; ip=87.229.44.198] szőke hajú?#Nem.
[2010/04/06 09:00:29; ip=87.229.44.198] vörös hajú?#Igen.
[2010/04/06 09:00:58; ip=87.229.44.198] nő?#Nem.
[2010/04/06 09:01:11; ip=87.229.44.198] gazdag?#Nem.
[2010/04/06 09:01:19; ip=87.229.44.198] szegény?#Nem.
[2010/04/06 09:01:30; ip=87.229.44.198] átlagos testalkatú?#Nem.
[2010/04/06 09:01:37; ip=87.229.44.198] erős testalkatú?#Igen.
[2010/04/06 09:01:46; ip=87.229.44.198] izmos?#Nem.
[2010/04/06 09:01:53; ip=87.229.44.198] duci?#Nem.
[2010/04/06 09:02:00; ip=87.229.44.198] dagi?#Nem.
[2010/04/06 09:02:06; ip=87.229.44.198] vékony?#Nem.
[2010/04/06 09:02:11; ip=87.229.44.198] sovány?#Nem.
[2010/04/06 09:02:20; ip=87.229.44.198] szakállas?#Igen.
[2010/04/06 09:02:34; ip=87.229.44.198] kék szemű?#Igen.
[2010/04/06 09:02:52; ip=87.229.44.198] amerikai?#Nem.
[2010/04/06 09:02:57; ip=87.229.44.198] európai?#Igen.
[2010/04/06 09:03:02; ip=87.229.44.198] francia?#Igen.
[2010/04/06 09:03:23; ip=87.229.44.198] louis de funes?#Nem.
[2010/04/06 09:03:38; ip=87.229.44.198] volt már magyarországon?#Igen.
[2010/04/06 09:03:39; ip=87.229.44.198] volt már magyarországon?#Igen.
[2010/04/06 09:03:46; ip=87.229.44.198] filmszínész?#Nem.
[2010/04/06 09:03:52; ip=87.229.44.198] énekes?#Igen.
[2010/04/06 09:03:57; ip=87.229.44.198] rendező?#Igen.
[2010/04/06 09:04:09; ip=87.229.44.198] meleg?#Igen.
[2010/05/18 18:24:50; ip=84.2.172.176] szeret a barátnőm?#Igen.
[2010/05/25 19:00:09; ip=213.181.197.232] buzi vagy?#Igen.
[2010/05/25 19:00:21; ip=213.181.197.232] zelenák?#Igen.
[2010/05/25 19:00:23; ip=213.181.197.232] zelenák?#Igen.
[2010/05/25 19:00:25; ip=213.181.197.232] zelenák?#Igen.
[2010/05/25 19:00:25; ip=213.181.197.232] zelenák?#Igen.
[2010/05/25 19:00:25; ip=213.181.197.232] zelenák?#Igen.
[2010/05/25 19:00:41; ip=213.181.197.232] ötös lesz a matekom?#Igen.
[2010/05/25 19:00:45; ip=213.181.197.232] tuti?#Nem.
[2010/05/25 19:00:51; ip=213.181.197.232] szórakozol?#Nem.
[2010/05/25 19:00:59; ip=213.181.197.232] akkor most ötös lesz vagy nem?#Igen.
[2010/05/25 19:01:08; ip=213.181.197.232] bizti?#Nem.
[2010/05/25 19:01:12; ip=213.181.197.232] biztos?#Nem.
[2010/05/25 19:01:19; ip=213.181.197.232] atomállat zsír?#Nem.
[2010/05/29 21:18:04; ip=89.132.193.48] vágó istván?#Igen.
[2010/05/29 21:18:12; ip=89.132.193.48] vágó istván?#Igen.
[2010/05/29 21:18:12; ip=89.132.193.48] vágó istván?#Igen.
[2010/05/29 21:18:13; ip=89.132.193.48] vágó istván?#Igen.
[2010/05/29 21:18:13; ip=89.132.193.48] vágó istván?#Igen.
[2010/05/29 21:18:13; ip=89.132.193.48] vágó istván?#Igen.
[2010/05/29 21:18:13; ip=89.132.193.48] vágó istván?#Igen.
[2010/05/29 21:18:14; ip=89.132.193.48] vágó istván?#Igen.
[2010/05/29 21:18:20; ip=89.132.193.48] horváth imre?#Nem.
[2010/05/29 21:18:43; ip=89.132.193.48] horváth imre?#Nem.
[2010/05/30 02:14:37; ip=188.36.86.200] ö9uö?#Igen.
[2010/05/30 02:14:57; ip=188.36.86.200] rexona reklám?#Nem.
[2010/06/09 15:46:08; ip=217.65.112.41] élő?#Igen.
[2010/06/09 15:46:14; ip=217.65.112.41] állat?#Nem.
[2010/06/09 15:46:19; ip=217.65.112.41] asd?#Nem.
[2010/06/09 15:46:27; ip=217.65.112.41] növény?#Igen.
[2010/06/18 23:22:04; ip=89.135.49.11] buzi vagy?#Nem.
[2010/06/18 23:22:11; ip=89.135.49.11] okos vagy?#Nem.
[2010/06/18 23:22:26; ip=89.135.49.11] alíz szeret engem?#Igen.
[2010/06/18 23:22:36; ip=89.135.49.11] alíz okos?#Igen.
[2010/06/18 23:22:41; ip=89.135.49.11] alíz szép?#Igen.
[2010/06/18 23:22:49; ip=89.135.49.11] én szép vagyok?#Nem.
[2010/06/18 23:22:57; ip=89.135.49.11] anyád jól van?#Nem.
[2010/06/18 23:23:11; ip=80.98.29.207] megyek holnap buliba?#Nem.
[2010/06/18 23:23:26; ip=80.98.29.207] csabi szeret?#Nem.
[2010/06/18 23:23:32; ip=89.135.49.11] holnap megyek buliba?#Nem.
[2010/06/18 23:23:52; ip=80.98.29.207] levi szeret?#Igen.
[2010/06/18 23:23:53; ip=89.135.49.11] alíz szeret?#Nem.
[2010/06/18 23:23:58; ip=89.135.49.11] alíz szeret engem?#Igen.
[2010/06/18 23:24:16; ip=80.98.29.207] csabi szeret engem?#Igen.
[2010/06/18 23:24:16; ip=89.135.49.11] alíz szeret?#Nem.
[2010/06/18 23:24:40; ip=80.98.29.207] jó szar ez az oldalt ugye?#Nem.
[2010/06/18 23:24:46; ip=80.98.29.207] buzi vagy?#Nem.
[2010/06/18 23:24:51; ip=80.98.29.207] te buzi vagy?#Igen.
[2010/06/18 23:25:24; ip=89.135.49.11] buzi vagyok?#Igen.
[2010/06/18 23:25:30; ip=89.135.49.11] buzi vagyok?#Igen.
[2010/06/18 23:25:31; ip=89.135.49.11] buzi vagyok?#Igen.
[2010/06/18 23:25:32; ip=89.135.49.11] buzi vagyok?#Igen.
[2010/06/18 23:25:32; ip=89.135.49.11] buzi vagyok?#Igen.
[2010/06/18 23:25:34; ip=89.135.49.11] buzi vagyok?#Nem.
[2010/06/18 23:25:38; ip=80.98.29.207] igen?#Nem.
[2010/06/18 23:25:49; ip=89.135.49.11] alíz okos?#Nem.
[2010/06/18 23:25:55; ip=80.98.29.207] szűz vagyok még?#Igen.
[2010/06/18 23:26:15; ip=89.135.49.11] alíz ugye okos?#Nem.
[2010/06/18 23:26:20; ip=80.98.29.207] csabi szűz még?#Igen.
[2010/06/18 23:26:32; ip=80.98.29.207] csabi csókolózott már?#Nem.
[2010/06/18 23:26:34; ip=89.135.49.11] alíz ugye hülye?#Nem.
[2010/06/18 23:26:42; ip=89.135.49.11] alíz szép?#Nem.
[2010/06/18 23:26:48; ip=80.98.29.207] sokan szeretnek engem?#Igen.
[2010/06/18 23:26:56; ip=89.135.49.11] te hülyevagy bazmeg?#Nem.
[2010/06/18 23:27:02; ip=89.135.49.11] te hülyevagy bazmeg?#Igen.
[2010/06/18 23:27:07; ip=80.98.29.207] csabi ugye nem okos?#Nem.
[2010/06/18 23:27:28; ip=80.98.29.207] csabit ugye szeretem?#Nem.
[2010/06/18 23:27:30; ip=80.98.29.207] csabit ugye szeretem?#Nem.
[2010/06/18 23:27:31; ip=80.98.29.207] csabit ugye szeretem?#Nem.
[2010/06/18 23:27:31; ip=80.98.29.207] csabit ugye szeretem?#Nem.
[2010/06/18 23:27:32; ip=80.98.29.207] csabit ugye szeretem?#Nem.
[2010/06/18 23:27:38; ip=80.98.29.207] csabit szeretem?#Igen.
[2010/06/18 23:27:40; ip=89.135.49.11] alíz holnap bántani fog?#Nem.
[2010/06/18 23:27:41; ip=89.135.49.11] alíz holnap bántani fog?#Igen.
[2010/06/18 23:28:00; ip=89.135.49.11] alízt szeretem?#Nem.
[2010/06/18 23:28:02; ip=89.135.49.11] alízt szeretem?#Nem.
[2010/06/18 23:28:03; ip=89.135.49.11] alízt szeretem?#Nem.
[2010/06/18 23:28:05; ip=89.135.49.11] alízt szeretem?#Igen.
[2010/06/18 23:28:25; ip=89.135.49.11] még mindig szeret alíz?#Nem.
[2010/06/18 23:28:28; ip=80.98.29.207] csabi holnap lefog buzizni?#Nem.
[2010/06/18 23:28:34; ip=80.98.29.207] csabit holnap lefogom buzizni?#Igen.
[2010/06/18 23:28:38; ip=89.135.49.11] alíz még mindig hülye?#Nem.
[2010/06/18 23:28:59; ip=89.135.49.11] alízt holnap véletlenül kilököm a busz elé?#Igen.
[2010/06/18 23:29:06; ip=80.98.29.207] csabi jó pasi?#Nem.
[2010/06/18 23:29:12; ip=89.135.49.11] alízt holn?#Igen.
[2010/06/18 23:29:17; ip=89.135.49.11] biztos?#Nem.
[2010/06/18 23:29:37; ip=89.135.49.11] alíz jó csaj?#Nem.
[2010/06/18 23:30:05; ip=80.98.29.207] szeretsz kúrni?#Igen.
[2010/06/18 23:30:40; ip=89.135.49.11] most kikell találni h te kire gondoltál?#Eldöntendő kérdést kérek.
[2010/06/18 23:31:15; ip=80.98.29.207] cső?#Nem.
[2010/06/18 23:31:26; ip=80.98.29.207] rúd?#Igen.
[2010/06/18 23:31:36; ip=89.135.49.11] alíz ha mégegyszer aztírja h lol, akkor én megmondom neki h fejezze be mert idegesít?#Eldöntendő kérdést kérek.
[2010/06/18 23:31:43; ip=89.135.49.11] ha alíz mégegyszer aztírja h lol, akkor én megmondom neki h fejezze be mert idegesít?#Eldöntendő kérdést kérek.
[2010/06/18 23:31:52; ip=89.135.49.11] ha alíz mégegyszer aztírja h lol, akkor én megmondom neki h fejezze be, mert idegesít?#Eldöntendő kérdést kérek.
[2010/06/18 23:31:55; ip=89.135.49.11] ha alíz mégegyszer aztírja h lol, akkor én megmondom neki h fejezze be, mert idegesít?#Eldöntendő kérdést kérek.
[2010/06/18 23:31:56; ip=80.98.29.207] kicsi?#Igen.
[2010/06/18 23:32:01; ip=80.98.29.207] nagy?#Nem.
